name,grade,style,crag,area,country,shortnote,notes,date,project,stars,cragnote
Andy,7,o.s.,Bladerunnerwand,Frankenjura,Germany,,,2019-03-23,,,"Nicht so mega lohnend... Ganz okay fürs Frühjahr, etwas splittrig"
Anti Blockier System,9+,2. Go,Burg Rabenstein,Frankenjura,Germany,,Schmerzhaftes Mono,2021-03-24,,,
Elise,9,F,Burg Rabenstein,Frankenjura,Germany,,"Technisch, aber sehr cool. Schwerer Boulder vom Boden",2021-03-24,,,
Inshalla,8,o.s.,Burg Rabenstein,Frankenjura,Germany,,Achtung! Rechter Bolt im Dach ist lose!!!,2021-03-24,,3,
Kurzes Rennen,8-,o.s.,Burg Rabenstein,Frankenjura,Germany,,mit Manu und Stirnlampe,2021-03-24,,,
Uranus,9+,,Universum,Frankenjura,Germany,,sehr cool. Oben mit Heel-Toe-Cam!,2015-04-01,,2,beeindruckende Wand mit Roof Warrior als Deluxe Route. Im Frühjahr sehr dreckig
Saturn,8,o.s.,Universum,Frankenjura,Germany,,hässlich und dreckig,2015-04-01,,,beeindruckende Wand mit Roof Warrior als Deluxe Route. Im Frühjahr sehr dreckig
Trainspotting,10-/10,,Veldener Wand,Frankenjura,Germany,,Boulder (schon auch bisschen Ausdauer). 4 Tage über mehrere Jahre verteilt. Echt gute Tour!,2022-11-05,,3,ideal mit dem Zug zu erreichen
Ikarus,9-,3. Go,Veldener Wand,Frankenjura,Germany,,3 Versuche :-O,18.04.18,,,ideal mit dem Zug zu erreichen
Tanz der Vampire,9-,o.s.,Veldener Wand,Frankenjura,Germany,,Super ,2022-11-05,,,
Daily Terror,9-,o.s.,Veldener Wand,Frankenjura,Germany,hard,"Puh, vermutlich nicht gleich die beste Beta gefunden aber ich fand's echt hart.",2022-08-28,,,
Schieber,8,F,Veldener Wand,Frankenjura,Germany,,,2022-08-28,,,
Ostriss,7,o.s.,Veldener Wand,Frankenjura,Germany,,"grünlich, erste Tour nachm Yosemite",18.04.18,,,ideal mit dem Zug zu erreichen
Zug um Zug,7,o.s.,Veldener Wand,Frankenjura,Germany,,"ok, einen 3/4 Stern hat es wohl verdient",2022-09-04,,,
Pendolino,7-,o.s.,Veldener Wand,Frankenjura,Germany,,,2022-11-05,,,
Bayern Ticket,7-,o.s.,Veldener Wand,Frankenjura,Germany,,"ok, einen 3/4 Stern hat es wohl verdient",2022-09-04,,,
Nosegrind,10,,Wüstenstein,Frankenjura,Germany,,"sehr schwere Boulderstelle über das Dach, unten leicht. Vllt nach dem Winter – Im vierten Versuch am dritten Klettertag. So geil!!! In Zeiten des Corona Virus",2020-03-15,,3,Einer der besten Felsen für Touren im 9. Grad! Absolut super Felsquali!
Zuckerschmelze,9+,,Wüstenstein,Frankenjura,Germany,,Drei 9+ Routen an einem Tag!!! Zuckerschmelte ist richtig kleingriffig mit vielen Monos die man prügeln muss und sehr weitem Hakenabstand,2015-09-01,,2,Einer der besten Felsen für Touren im 9. Grad! Absolut super Felsquali!
Takla Makan,9+,,Wüstenstein,Frankenjura,Germany,,"kurze Boulderroute, meist dreckig",2015-09-01,,1,Einer der besten Felsen für Touren im 9. Grad! Absolut super Felsquali!
Anagrom Ataf,9/9+,,Wüstenstein,Frankenjura,Germany,hard,"könnte man auch für 9+ klettern, richtig tolle Züge",2015-09-01,,2,Einer der besten Felsen für Touren im 9. Grad! Absolut super Felsquali!
Schwarze Wand,9,F,Wüstenstein,Frankenjura,Germany,,,2014,,,Einer der besten Felsen für Touren im 9. Grad! Absolut super Felsquali!
Oase,9-/9,o.s.,Wüstenstein,Frankenjura,Germany,,,2015-09-01,,,Einer der besten Felsen für Touren im 9. Grad! Absolut super Felsquali!
Fata Morgana,9-,F,Wüstenstein,Frankenjura,Germany,,,2014,,,Einer der besten Felsen für Touren im 9. Grad! Absolut super Felsquali!
Süße Wüste,8+,o.s.,Wüstenstein,Frankenjura,Germany,,"kleingriffig, keine gute Aufwärmtour",2015-09-01,,,Einer der besten Felsen für Touren im 9. Grad! Absolut super Felsquali!
Metro,8-,o.s.,Wüstenstein,Frankenjura,Germany,,,2020-03-15,,3,Einer der besten Felsen für Touren im 9. Grad! Absolut super Felsquali!
Metamorphose,8+/9-,2. Go,Würgauer Gebiet,Frankenjura,Germany,hard,MEGA das Brett und voll geil,2019-05-12,,3,
Johannisriss,8-,o.s.,Würgauer Gebiet,Frankenjura,Germany,hard,mit Spinnenweben und dreckig. Hmm,2021-08-07,,,
Talseite,4,o.s.,Würgauer Gebiet,Frankenjura,Germany,,"gut für Anfänger, mit Carla",2021-08-07,,2,
The Flow,9+/10-,3. Go,Vogelherdgrotte,Frankenjura,Germany,,"Coole Power Kletterei, am Schluss buzzern! Mit Manu!",2019-03-23,,2,
Steinäffchen,7,o.s.,Vogelherdgrotte,Frankenjura,Germany,,staubig aber erstaunlich gut,2019-03-23,,1,
Knochensammler,9,F,Zamonien,Frankenjura,Germany,,,2020-05-10,,2,
Mr. Magnesia,9+,2. Go,Schellneckwand,Altmühltal,Germany,,"Wahnsinnstour, Güllich 1983, Klassiker, hätte o.s. gehen können",2021-10-09,,3,
Rentnerweg,8,o.s.,Schellneckwand,Altmühltal,Germany,hard,Aufleger,2021-10-09,,3,
Baumtafelweg,7-,o.s.,Schellneckwand,Altmühltal,Germany,,gut,2021-10-09,,,
Krallenweg,6+,F,Rudolfstein,Fichtelgebirge,Germany,hard,,2019-03-02,,2,
Schräger Otto,6,F,Rudolfstein,Fichtelgebirge,Germany,hard,,2019-03-02,,3,
Südkante,6+,o.s.,Drei Brüder,Fichtelgebirge,Germany,,scary wenn nass,2019-03-02,,3,
Piazriss,5-,,Drei Brüder,Fichtelgebirge,Germany,,,2019-03-02,,3,
The Doors,8a+,,Upper Sector,Cadarese,Italy,trad,Aweseome line!,,X,3,
Sdulferando,7a+,2. Go,Upper Sector,Cadarese,Italy,"hard, trad",Was für ein abartiger Kampf! Im Onsight ganz oben völlig gepumpt gefallen. Ausdauernd und scray,2019-06-03,,3,
Imbuto Crack,7a,o.s.,Upper Sector,Cadarese,Italy,"hard, trad",,2019-06-02,,3,
Foglie Cadenti,6a+,F,Upper Sector,Cadarese,Italy,trad,Did some pretty far run-outs on this one. So fun!,2019-06-02,,3,
Perturbata,6c+,o.s.,Upper Sector,Cadarese,Italy,trad,,2019-06-02,,,
Beslan Memorial,7c+,F,Central Sector,Cadarese,Italy,,,2019-06-01,,2,
C'era una volta,7b+,o.s.,Central Sector,Cadarese,Italy,,"Mega stolz auf diesen on-sight, brutaler Kampf.",2019-06-01,,3,
Nuova Scomessa,6b+,F,Central Sector,Cadarese,Italy,,,2019-06-01,,,
Classica,6b,o.s.,Central Sector,Cadarese,Italy,,,2019-06-01,,,
Béret bas pour Berhault,8a,2. Go,La Falaise du Cimetière,Francardu,France (Corsica),soft,,2019-08-20,,1,Cooles Gebiet!
Bella Nina,6a,o.s.,La Falaise du Cimetière,Francardu,France (Corsica),,,2019-08-20,,,Cooles Gebiet!
Vue sur l'éternité,5,F,La Falaise du Cimetière,Francardu,France (Corsica),hard,,2019-08-20,,0,Cooles Gebiet!
L'hiver peut venir,7b,2. Go,A Torra,Capuralinu,France (Corsica),hard,,2019-08-24,,,"Die leichten Touren in diesem Gebiet sind schön, die schweren nicht so (anderer Fels)"
Kathedrale,9,,Lämmerfelsen,Pfalz,Germany,,super schön,2016-05-01,,3,
Batman,8+,,Lämmerfelsen,Pfalz,Germany,,"im strömenden Regen mit Leo. Eigentlich wollten wir schon nach Hause, dann bin ich aber nochmal eingestiegen und konnte sie durchsteigen. Leo konnte sie danach auch noch punkten mit einem richtig geilen Fightgo. Man muss sich einfach motivieren. Wären wir nach Hause gegangen wäre diese perfekte Route und die Bockverschneidung von uns an dem Tag nicht geklettert worden, was den Tag absolut perfekt gemacht hat",2016-05-01,,2,
Bockverschneidung,6-,,Lämmerfelsen,Pfalz,Germany,,"Nach der Sinnflut laufen Leo und ich in Richtung Auto. Wir schauen uns an: „lass nochmal schnell zur Bockverschneidung hoch um zu kucken wie sie aussieht“. Davor stehen wir. Naja, sie ist nass aber wir sind beide ganz fit und habeen tierisch Bock, so steige ich als erstes ein. Alles Tradklettermaterial, Bandschlingen und so weiter hängen an meinem Gurt und so klettere ich meine erste, nasse selbstabgesichte Route. Einer der schönsten Klettertage, die ich je hatte. Abends übernachten wir in der Turmkammer der Burgruine Drachenfels. Ein unglaubliches Erlebnis und ein perfektes Wochenende in der wunderschönen Pfalz",2016-05-01,,,
Direkter Strich,8,F,Backelstein,Pfalz,Germany,,,22.04.18,,2,
Herbstroute,6+,o.s.,Backelstein,Pfalz,Germany,,"In 2 SL wegen zweiter Seilschaft, mit Paddy und Matti, ohne Chalk",22.04.18,,,
Große Südverschneidung,5+,o.s.,Backelstein,Pfalz,Germany,,großartige Unternehmung,22.04.18,,,
"Fire, Ice and Dynamite",9+/10-,,Burghaldefels,Pfalz,Germany,,"zwei Zug Boulder nach 7er Platte. Maximale Reichweite, Backe an der Wand. Auflösen ist schwierig mit fettem Dynamo",21.04.18,,1,
Schlendern ist Luxus,9+,,Burghaldefels,Pfalz,Germany,,drei Zug Boulder nach 8- Platte mit dem perfektesten Sloper und wildem Füße schießen lassen,2016-09-01,,2,
Magnetfinger,9+,,Burghaldefels,Pfalz,Germany,hard,"hart, eine der besten 9+, die ich je geklettert habe. Obwohl sie nass war",2016-05-01,,3,
Fruitfly free zone,9/9+,,Burghaldefels,Pfalz,Germany,,Wildes Gehüpfe,21.04.18,,,
Hai,8,F,Burghaldefels,Pfalz,Germany,hard,hart,2016-05-01,,2,
Venice Beach,8-,,Burghaldefels,Pfalz,Germany,,"Boulder unten und weiter Blocker in der Mitte, pumpig raus. Unglaublich schwer für 8-",2016-09-01,,,
Zentralweg,7,F,Burghaldefels,Pfalz,Germany,,,2016-05-01,,,
Lagerweg,6+,o.s.,Burghaldefels,Pfalz,Germany,trad,trad,2016-05-01,,,
Reibekuchen,7+,o.s.,Büttelfels,Pfalz,Germany,,wunderschön,2016-05-01,,3,
Trüffelträume,7,F,Büttelfels,Pfalz,Germany,,,2016-05-01,,,
Nord-West Passage,8+,o.s.,Asselstein,Pfalz,Germany,,"Pumpiger onsight mit Stirnlampe, keinem Chalk auf den Griffen und losen, knacksenden Griffen",2016-09-01,,,
Utopia,8,o.s.,Asselstein,Pfalz,Germany,,wahnsinns 8er,2016-09-01,,3,
Rolfkamin,5,o.s.,Asselstein,Pfalz,Germany,MP,"in zwei Seillängen, schön und clean",2016-09-01,,,
Akapella,7b+,,Solvik,Solvik,Sweden,,,2013,,,
Hornväder,7a+,F,Solvik,Solvik,Sweden,,,2013,,,
Halva´s IP,6c+,F,Solvik,Solvik,Sweden,,,2013,,,
Tröttkeps,6c+,F,Solvik,Solvik,Sweden,,,2013,,,
Alibaba,6c,F,Solvik,Solvik,Sweden,,,2013,,,
TinTin Direkt,8a,,Finnsvedsberget,Stockholm,Sweden,soft,"eher 7c, trotzdem sehr cool",,X,,
Katögga,7b+,2. Go,Finnsvedsberget,Stockholm,Sweden,,2. Go,2013,,,
Kaptain Haddock,7a,o.s.,Finnsvedsberget,Stockholm,Sweden,,,2013,,,
Dee e Socia,7b+,o.s.,Nago,Arco,Italy,,anhaltend,2020-08-13,,,"oft voll und extrem abgespeckt, insgesamt eher unlohnend"
Mario lo sa,7b,o.s.,Nago,Arco,Italy,hard,,2020-08-13,,,"oft voll und extrem abgespeckt, insgesamt eher unlohnend"
Kira,7a+,2. Go,Nago,Arco,Italy,,,2020-08-13,,,"oft voll und extrem abgespeckt, insgesamt eher unlohnend"
Il Panettiere,6c+,o.s.,Nago,Arco,Italy,,,2020-08-13,,,"oft voll und extrem abgespeckt, insgesamt eher unlohnend"
Cibele,5a,F,Nago,Arco,Italy,,speckig und unangenehm,2020-08-13,,,"oft voll und extrem abgespeckt, insgesamt eher unlohnend"
Pota,4c,F,Nago,Arco,Italy,,gut zum Vorsteigen üben,2020-08-13,,,"oft voll und extrem abgespeckt, insgesamt eher unlohnend"
La Principessa di Cioccolato,8a+,,Padaro,Arco,Italy,,super,2021-10-09,,3,
L'uomo Inutile,7c+,2. Go,Padaro,Arco,Italy,,klasse,2021-10-09,,2,
Sinestesia,7a+,o.s.,Padaro,Arco,Italy,,schön,2021-10-09,,2,
Abissi,7c,o.s.,Massone,Arco,Italy,,"harter Kampf mit Exen einhängen, solide 35 Meter",2021-10-04,,3,
Panico Sopra L´orlo,7c,,Massone,Arco,Italy,,2011 ausgebouldert. Vllt gehts jetzt?,2011,X,,
C´é Qualcuno Che Non Sa,7c,,Massone,Arco,Italy,,7c in 2011 --> Erste 9 am Fels!,2011,,3,
Sangit,7b,,Massone,Arco,Italy,,,2011,,,
Beach Boys,7b,o.s.,Massone,Arco,Italy,,,2021-10-04,,,
Epilogo,7b,o.s.,Massone,Arco,Italy,,"puh, richtig paniert noch gerade so oben angekommen",2021-10-04,,,
Red Point,7a+,F,Massone,Arco,Italy,soft,leichter als manch andere Tour hier,2021-10-07,,,
Not Normal,7a,o.s.,Massone,Arco,Italy,,,2011,,,
Action Direct,7a,o.s.,Massone,Arco,Italy,,Speck,2021-10-04,,,
Cannonau,7a,F,Massone,Arco,Italy,,,2011,,,
Crisi,7a,,Massone,Arco,Italy,,,2011,,,
Settima Luna,6c+,o.s.,Massone,Arco,Italy,,"""erste 6c+ o.s.""",2011,,,
Fra Fra,6b,o.s.,Massone,Arco,Italy,,Geil!,2011,,3,
Dottor Plantier,6a+,o.s.,Massone,Arco,Italy,,,2011,,,
Pegasus,6a+,F,Massone,Arco,Italy,hard,"war mal gut, jetzt leider die volle Speckplatte",2021-10-07,,,
Zlu,6a,o.s.,Massone,Arco,Italy,,,2011,,,
Weiss Wurscht,7b,2. Go,Terra Promessa,Arco,Italy,hard,"nicht leicht, aber sehr gut",2021-10-08,,2,
Luca Joint,6c+,o.s.,Terra Promessa,Arco,Italy,hard,"nicht leicht, aber sehr gut",2021-10-08,,,
Vocheso,7b,o.s.,Valle di Sarca,Arco,Italy,,gigantisch,2021-10-10,,3,extrem lohnend für mittelschwere Touren
Irma,6c+,o.s.,Valle di Sarca,Arco,Italy,,gigantisch,2021-10-10,,2,extrem lohnend für mittelschwere Touren
Toto,6b,o.s.,Valle di Sarca,Arco,Italy,,großgriffig an perfekten Sinter Wandstrukturen,2021-10-10,,3,extrem lohnend für mittelschwere Touren
Gira Vuelta,8a,,Il Grotto di Perti,Finale Ligure,Italy,hard,"Knieklemmer, super coole Dachtour",2021-05-23,,,
Commodino,7b,,Il Grotto di Perti,Finale Ligure,Italy,hard,"sehr abwechslungsreich, pumpig bis zum Schluss",2021-05-23,,,
Gradini,6c,,Il Grotto di Perti,Finale Ligure,Italy,hard,weiter letzter Zug!,2021-05-23,,,
Attimo Fuggente,7b+,,Rocca di Perti (Settore Settentrionale),Finale Ligure,Italy,,fett schwer!,,X,,
Quae de Munta',6b,F,Rocca di Perti (Settore Settentrionale),Finale Ligure,Italy,,"Richtig gute Schuppe, oben schwere Wandkletterei, nur oben schwer",14 April 2017,,,
Classica,6a,,Rocca di Perti (Settore Settentrionale),Finale Ligure,Italy,,"toprope, cool, bisschen eine Einzelstelle",14 April 2017,,,
Saltapicchio,7a,,Rocca di Perti (Ombre Blu),Finale Ligure,Italy,,"2012 schon mal probiert, schwere Einzelzüge",,X,,
Viaggio Nel Futuro,7c+,,Monte Sordo (Alveare e Placca di Mu),Finale Ligure,Italy,,"classic, super abgefahren. Easy, wenn man den Strom hat. Nächstes mal Hyaena! Im 2. Go 2017, geiler Sprung",22 April 2017,,3,einer der besten Sektoren Finales
Apissima + Cimissima,7a,F,Monte Sordo (Alveare e Placca di Mu),Finale Ligure,Italy,,6b und 6c+ in einer SL,2014,,,einer der besten Sektoren Finales
Innocent Easioni,6b+,o.s.,Monte Sordo (Alveare e Placca di Mu),Finale Ligure,Italy,,,2014,,,einer der besten Sektoren Finales
Schizzechea,7a,F,Monte Sordo (Lo Specchio),Finale Ligure,Italy,,"pumpig an etwas splittrigen Sintern, ganz oben kommt eine undankbare, knüppelharte Schlüsselstelle. Lieber davor aufhören, die Schlüsselstelle ist nicht lohnend.",22 April 2017,,,
Lo Specchio di Galadriel,6a,F,Monte Sordo (Lo Specchio),Finale Ligure,Italy,,"anhaltend, oben schwer",22 April 2017,,,
Scarabeo,7a,F,Boragni,Finale Ligure,Italy,,,2014,,,
Merlo di Nottingham,3c,,Pian Marino (Paretina),Finale Ligure,Italy,,,2000,,,
Metamorfosi del Movimento,7a,o.s.,Bric Scimarco,Finale Ligure,Italy,,,2012,,,
Valle Argentina,6c,,Bric Scimarco,Finale Ligure,Italy,,,2012,,,
Mitica,6c,,Bric Scimarco,Finale Ligure,Italy,,Verlängerung,2012,,,
The Cure,6b+,,Bric Scimarco,Finale Ligure,Italy,,,2012,,,
Tenedo´,6a,o.s.,Bric Scimarco,Finale Ligure,Italy,,,2012,,,
Radical Chic,8a,,Monte Cucco (Settore Centrale),Finale Ligure,Italy,hard,"echt schwer für 8a. Micro 2 Finger Steller, sehr hautig! Wenn man das klettern kann, ist man ein richtig guter Kletterer! Homogen. Am Ende der Platte kann man einen riesigen Dyno machen um die kleinen Griffe zu umgehen.",,X,3,
Moon Runner,7c,,Monte Cucco (Settore Centrale),Finale Ligure,Italy,hard,"knackige Einzelstelle, classic!!! An einem Griff wurde Sika reingeschmiert, was auf dem Foto im 007 Führer gehalten wird!???",21 April 2017,,3,
Olchi Dolci per Frank Zappa,7b,,Monte Cucco (Settore Centrale),Finale Ligure,Italy,hard,Geschafft :) Mit Exen reinhängen. Bin anscheinend fitter geworden :D,2014,,3,
Bianco E Nero,6b+,o.s.,Monte Cucco (Settore Centrale),Finale Ligure,Italy,,,2011,,,
Stanza Del Bottoni,6b+,o.s.,Monte Cucco (Settore Centrale),Finale Ligure,Italy,,,2011,,,
Via di La,6b,o.s.,Monte Cucco (Settore Centrale),Finale Ligure,Italy,,,2014,,,
Il Muro Di Berlino,6b,o.s.,Monte Cucco (Settore Centrale),Finale Ligure,Italy,,unten kleine Rechtsschleife,2021-05-21,,,
Training Sisters,6a+,o.s.,Monte Cucco (Settore Centrale),Finale Ligure,Italy,,,2019-12-28,,2,
Cala Trinchetto,6a+,,Monte Cucco (Settore Centrale),Finale Ligure,Italy,,,2010,,,
Toccata E Fuga,6a,o.s.,Monte Cucco (Settore Centrale),Finale Ligure,Italy,,,2011,,,
La Pulce,5c,o.s.,Monte Cucco (Settore Centrale),Finale Ligure,Italy,,,2014,,,
Maniac,7c+,,Monte Cucco (Anfiteatro),Finale Ligure,Italy,,"unten leicht, dann harte Stelle an 2 Finger Löchern im Dach mit Abschlusssprung an Sloper, so geil! Fetten Flapper gezogen aber egal!",21 April 2017,,3,
Berlin Double,7b,,Monte Cucco (Anfiteatro),Finale Ligure,Italy,,"unten speckig, aber sehr toll oben raus, echt pumpig",2021-05-21,,2,
Megahommu+Gaudí,7b,o.s.,Monte Cucco (Anfiteatro),Finale Ligure,Italy,,"reine Ausdauer, nur unten speckig",18 April 2017,,2,
Mare di Beslan,7b,o.s.,Monte Cucco (Anfiteatro),Finale Ligure,Italy,,fand ich leichter als Pronto Marghe,2019-12-28,,2,
Master Of Bolts,7a+,,Monte Cucco (Anfiteatro),Finale Ligure,Italy,,,2014,,2,
Microtest,7a+,,Monte Cucco (Anfiteatro),Finale Ligure,Italy,,"lustiger Sprung, Einzügler",21 April 2017,,,
Satanasso,7a+,o.s.,Monte Cucco (Anfiteatro),Finale Ligure,Italy,,2 Zug Einzelstelle ganz oben nach mega Schüttler,18 April 2017,,,
Cianbalaur,7a,o.s.,Monte Cucco (Anfiteatro),Finale Ligure,Italy,,,2021-05-21,,,
Pronto Marghe!?,7a,o.s.,Monte Cucco (Anfiteatro),Finale Ligure,Italy,,so ein Kampf. Hat sich nach mindestens 7b angefühlt!,2019-12-28,,2,
Turbodiesel,7a,F,Monte Cucco (Anfiteatro),Finale Ligure,Italy,,weite Züge,21 April 2017,,,
4 WD,7a,o.s.,Monte Cucco (Anfiteatro),Finale Ligure,Italy,,"meine erste 7a on-sight. Allerdings in die Kette gegriffen, April 2017 nochmal mit Verlängerung gemacht. Sehr schön, leichter als Turbodiesel",2011,,,
Baci Da Rio,7a,,Monte Cucco (Anfiteatro),Finale Ligure,Italy,,meine erste 7a,2011,,,
Übreche,6c+,o.s.,Monte Cucco (Anfiteatro),Finale Ligure,Italy,,kein schwerer Zug. Wunderschön!,2019-12-28,,3,
Coconut,6c,,Monte Cucco (Anfiteatro),Finale Ligure,Italy,,,2014,,,
Ottico,6a,,Monte Cucco (Anfiteatro),Finale Ligure,Italy,,"scary! 20M, 3 Exen",2011,,,
Grottendach,6c+,,Monte Cucco (Settore Orientale),Finale Ligure,Italy,,Grünzeug,2011,,0,
Quasimodo,6c,,Monte Cucco (Torre),Finale Ligure,Italy,hard,schwer,2014,,,
Miguel,4b,,Monte Cucco (Torre),Finale Ligure,Italy,,eine der ersten Touren in meinem Leben,2000,,,
Luc,4b,,Monte Cucco (Torre),Finale Ligure,Italy,,eine der ersten Touren in meinem Leben,2000,,,
Luis,3c,,Monte Cucco (Torre),Finale Ligure,Italy,,eine der ersten Touren in meinem Leben,2000,,,
Hambre,7c,2. Go,Rocca di Corno (Settore Ovest),Finale Ligure,Italy,,2. Go,2014,,3,
War,7b+,o.s.,Rocca di Corno (Settore Ovest),Finale Ligure,Italy,,"mega der Fight in der prallen Sonne, angefeuert von Franzosen. Schlüsselstelle nach dem Dach, super, lang",16 April 2017,,,
Rombo di Vento,6c,,Rocca di Corno (Settore Ovest),Finale Ligure,Italy,,,2012,,,
Il Futuro E Un´Potesi,6a+,o.s.,Rocca di Corno (Settore Ovest),Finale Ligure,Italy,,,2014,,,
Sylvester,7b,,Rocca di Corno (Settore Sud),Finale Ligure,Italy,,"will ich schon immer mal klettern! Gar nicht so gut, wie es aussieht. Sehr scharfkantiges Gestein, nicht so groß wie es auf den Bildern aussieht. Nichtsdestotrotz: Classic, 2. Go, fetter Sonnenbrand",16 April 2017,,2,
Utopia,6c,F,Rocca di Corno (Settore Sud),Finale Ligure,Italy,,"TR, sau hart. Voll das Korallenriff! Einzelstelle, schmerzhaft, unlohnend",16 April 2017,,,
Bei Tempi,6b+,o.s.,Rocca di Corno (Settore Sud),Finale Ligure,Italy,,schön&anhaltend,16 April 2017,,,
Raieu,7a+,o.s.,Bric Spaventaggi (Superpanza),Finale Ligure,Italy,,"schwere Stelle oben, Zwergenschreck",15 April 2017,,,
Le spallo di bat + senza dinda,7a+,F,Bric Spaventaggi (Superpanza),Finale Ligure,Italy,,"im Halbschlaf, recht leicht",15 April 2017,,,
Oggi spingo + tip tap per giovanna,7a,F,Bric Spaventaggi (Superpanza),Finale Ligure,Italy,,auch wieder oben schwer,15 April 2017,,,
Al Kane,7a,o.s.,Bric Spaventaggi (Superpanza),Finale Ligure,Italy,,recht dreckig,15 April 2017,,,
Vuoto a perdere,6c+,o.s.,Bric Spaventaggi (Superpanza),Finale Ligure,Italy,,"mega fett, beste Tour!",15 April 2017,,3,
Soldi per Niente,7a,o.s.,Rian Cornei (Placconata Settore Principale),Finale Ligure,Italy,,wunderschön,20 April 2017,,3,
Giochi d´Ombre,6c+,F,Rian Cornei (Placconata Settore Principale),Finale Ligure,Italy,,"2 Finger Löcher und Monos, Fingerkraft",20 April 2017,,,
Abbio',6c+,F,Rian Cornei (Placconata Settore Principale),Finale Ligure,Italy,,"Längenzüge am Bauch und auf Platte oben, cool, Zwergenschreck",20 April 2017,,,
GT,6a,F,Rian Cornei (Placconata Settore Principale),Finale Ligure,Italy,,"sehr schön, unten pumpiger Riss",20 April 2017,,2,
Mosaiko,7c+,2. Go,Grotta dell'Edera,Finale Ligure,Italy,,cooler Boulder,2021-05-20,,,
